Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear;AcceptedSpecies
Spodoptera frugiperda;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Spodoptera frugiperda
Symmetrischema tangolias;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Symmetrischema tangolias
Synanthedon tipuliformis;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Synanthedon tipuliformis
Thysanoplusia orichalcea;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Thysanoplusia orichalcea
Tinea columbariella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tinea columbariella
Tinea dubiella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tinea dubiella
Tinea flavescentella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tinea flavescentella
Tinea murariella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tinea murariella
Tinea pallescentella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tinea pallescentella
Tinea pellionella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tinea pellionella
Tinea translucens;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tinea translucens
Tineola bisselliella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tineola bisselliella
Trichophaga tapetzella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Trichophaga tapetzella
Tucumania tapiacola;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tucumania tapiacola
Tyria jacobaeae;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tyria jacobaeae
Wheeleria spilodactylus;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Wheeleria spilodactylus
Xubida infusellus;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Xubida infusellus
Aglossa dimidiatus;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Aglossa dimidiatus
Anatrachyntis rileyi;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Anatrachyntis rileyi
Asota ficus;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Asota ficus
Cadra cautella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Cadra cautella
Luthrodes pandava;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Luthrodes pandava
Crocidolomia pavonana;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Crocidolomia pavonana
Doloessa viridis;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Doloessa viridis
Ephestia elutella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Ephestia elutella
Ephestia kuehniella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Ephestia kuehniella
Eumeta variegatus;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Eumeta variegatus
Grapholita molesta;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Grapholita molesta
Helicoverpa armigera;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Helicoverpa armigera
Hyphantria cunea;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Hyphantria cunea
Lebeda nobilis;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Lebeda nobilis
Loxostege sticticalis;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Loxostege sticticalis
Martyringa xeraula;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Martyringa xeraula
Nemapogon granella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Nemapogon granella
Opogona sacchari;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Opogona sacchari
Parapediasia teterrellus;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Parapediasia teterellus
Parasa lepida;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Parasa lepida
Pectinophora gossypiella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Pectinophora gossypiella
Peridroma saucia;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Peridroma saucia
Phthorimaea operculella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Phthorimaea operculella
Pieris brassicae;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Pieris brassicae
Pieris rapae;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Pieris rapae
Plodia interpunctella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Plodia interpunctella
Plutella xylostella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Plutella xylostella
Pontia daplidice;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Pontia daplidice
Pyralis farinalis;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Pyralis farinalis
Sericinus montela;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Sericinus montela
Sitotroga cerealella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Sitotroga cerealella
Spodoptera cilium;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Spodoptera cilium
Stenoptilia zophodactylus;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Stenoptilia zophodactylus
Synanthedon tipuliformis;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Synanthedon tipuliformis
Thymelicus lineola;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Thymelicus lineola
Tinea translucens;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tinea translucens
Tineola bisselliella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tineola bisselliella
Tongeia filicaudis;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tongeia filicaudis
Trichophaga tapetzella;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Trichophaga tapetzella
Aglossa dimidiatus;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Aglossa dimidiatus
Cadra cautella;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Cadra cautella
Ephestia elutella;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Ephestia elutella
Grapholita molesta;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Grapholita molesta
Hyphantria cunea;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Hyphantria cunea
Nemapogon granella;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Nemapogon granella
Opogona sacchari;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Opogona sacchari
Aphomia gularis;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Paralipsa gularis
Parapediasia teterrellus;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Parapediasia teterellus
Peridroma saucia;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Peridroma saucia
Phthorimaea operculella;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Phthorimaea operculella
Pieris rapae;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Pieris rapae
Plodia interpunctella;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Plodia interpunctella
Plutella xylostella;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Plutella xylostella
Pyralis farinalis;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Pyralis farinalis
Sitotroga cerealella;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Sitotroga cerealella
Tinea translucens;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Tinea translucens
Trichophaga tapetzella;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Trichophaga tapetzella
Yponomeuta malinellus;South Korea;Palearctic;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Yponomeuta padella
Achroia grisella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Achroia grisella
Achyra affinitalis;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Achyra affinitalis
Acleris comariana;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Acleris comariana
Gracilaria alysidota;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Parectopa alysidota
Acrocercops laciniella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Acrocercops laciniella
Aglossa caprealis;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Aglossa caprealis
Aglossa pinguinalis;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Aglossa pinguinalis
Agonopterix alstroemeriana;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Agonopterix alstromeriana
Agonopterix assimillella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Agonopterix assimilella
Agonopterix heracliana;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Agonopterix heracliana
Anisoplaca cosmia;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Anisoplaca cosmia
Macrorrhinia endonephele;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Macrorrhinia endonephele
Artigisa melanephele;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Artigisa melanephele
Artona martini;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Artona martini
Athetis tenuis;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Athetis tenuis
Balanomis encyclia;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Balanomis encyclia
Barea codrella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Barea codrella
Barea confusella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Barea confusella
Barea confusella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Barea confusella
Barea consignatella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Barea consignatella
Barea exarcha;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Barea exarcha
Bilobata subsecivella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Bilobata subsecivella
Blastobasis marmorosella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Blastobasis marmorosella
Blastobasis tarda;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Blastobasis tarda
Angustalius malacelloides;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Bleszynskia malacelloides
Cadra cautella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Cadra cautella
Caloptilia azaleella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Caloptilia azaleella
Sperchia intractana;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Sperchia intractana
Carposina neurophorella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022;Carposina neurophorella
